answer,f1_1,f1_2,f1_3,f1_4,f1_5,f2_1,f2_2,f2_3,f2_4,f2_5,f3_1,f3_2,f3_3,f3_4,f3_5,f5_1,f5_2,f5_3,f5_4,f5_5,f6_1,f6_2,f6_3,f6_4,f6_5
4,0.175501652451,0.219718951899,0.143225669687,0.291173196112,0.202168786654,0.0990801956206,0.0899928023499,0.0,0.59160330736,0.0,0.133585838951,0.188269262801,0.108324340087,0.950838094522,0.11389913738,0.490149280153,0.399073700461,0.482576818384,0.377558946809,0.407799112797,0.61959941082,0.386774864936,0.463905312779,0.370831509598,0.367401528338
1,0.392485513663,0.392485513663,0.392485513663,0.392485513663,0.392485513663,0.0,0.0707900887984,0.059067939447,0.0638922321869,0.0673066159701,0.304774788309,0.185352507733,0.184936178437,0.303740141103,0.0606560478593,0.349960867256,0.549268201835,0.505351353848,0.578580297562,0.48014551685,0.356745895075,0.432656932738,0.414639794868,0.449883463421,0.399374871526
5,0.40445153542,0.40445153542,0.40445153542,0.40445153542,0.40445153542,0.0,0.0905440162267,0.233625665431,0.0,0.87896518471,0.152073309685,0.133204532698,0.283730303686,0.0,0.0610161378218,0.477231027184,0.610169714118,0.658685822908,0.447207489866,0.575648948621,0.456228134673,0.446526552763,0.431209821669,0.382662529413,0.395417012811
5,0.449922418102,0.51772987473,0.449922418102,0.449922418102,0.449922418102,0.163940092408,0.123398988277,0.128002618787,0.0,0.206288201868,0.313471732057,0.302965601877,0.152109251477,0.0754941532701,0.124012366358,0.473626675193,0.511914173234,0.522265200077,0.527094926364,0.466965698446,0.585380599517,0.48252451924,0.467000712132,0.429900461794,0.39816032176
2,0.367292714473,0.364599043152,0.23932043516,0.23932043516,0.23932043516,0.0,0.0,0.0641082565999,0.0,0.0,0.193135364528,0.335754111528,0.114262298345,0.115411346785,0.100129518053,0.481496747627,0.472804745647,0.356293087413,0.514324298073,0.519762857127,0.439475648523,0.399543477774,0.368244637351,0.391311926188,0.399883645629
2,0.251286456918,0.251286456918,0.251286456918,0.251286456918,0.251286456918,0.0907067267411,0.0,0.0848293667774,0.0870954958517,0.0652409168567,0.116363187507,0.11050960101,0.0818845646637,0.2162743411,0.163712282599,0.576635583605,0.544891625446,0.605384283717,0.602608125005,0.586680548093,0.618409090797,0.463186034646,0.41852847578,0.411190415537,0.390045566297
1,0.631805948823,0.631805948823,0.631805948823,0.631805948823,0.650951583636,0.255492814533,0.0,0.0601693505679,0.0824875104298,0.0,0.441783162024,0.172682537087,0.18821213024,0.252690904506,0.170301735806,0.393874796204,0.496860757518,0.730684263856,0.776779005963,0.596398814886,0.498943367583,0.42679227974,0.510302014908,0.447410481749,0.402088410647
4,0.406844739773,0.406844739773,0.406844739773,0.0,0.406844739773,0.0340414974142,0.0,0.0,0.0,0.0,0.460290692105,0.075917128182,0.0997670971912,0.0,0.243614041135,0.69769874892,0.614951730478,0.388560910093,0.490538752906,0.477834787445,0.654768189321,0.484049746471,0.365886170725,0.393970492042,0.378529348654
1,0.219808208938,0.308964833524,0.409020380091,0.312256186827,0.393407570751,0.0,0.0865463371426,0.101979769009,0.112294584752,0.0699953448443,0.467282029836,0.402845449956,0.249434297469,0.234760484752,0.618313316804,0.632180399334,0.707390846019,0.630392744066,0.538106086336,0.572989668698,0.677515698706,0.696900988969,0.498496457636,0.402563857428,0.405528179987
2,0.233273270785,0.267365474899,0.260527748181,0.214479882499,0.274203201618,0.0,0.0858586207032,0.0,0.0,0.209589456515,0.172522147374,0.41094289313,0.173955055151,0.108949463544,0.214308763213,0.349960867256,0.349960867256,0.540992820884,0.303682511086,0.743445932341,0.356745895075,0.356745895075,0.435924955405,0.336415875097,0.4073524297
2,0.153165078502,0.151113760487,0.20639574499,0.150554310119,0.0,0.0,0.0,0.0,0.0,0.0,0.302863484654,0.117262278439,0.0,0.0,0.0,0.581572424235,0.670415412275,0.612538800653,0.594750707811,0.349960867256,0.582726644712,0.566688581664,0.487825329156,0.463870432282,0.356745895075
5,0.306330157006,0.445688287324,0.306330157006,0.306330157006,0.306330157006,0.0585336414625,0.0,0.0,0.225211450935,0.0,0.143046669544,0.136430497763,0.184420386082,0.369215349433,0.135915624156,0.285753553695,0.348721221762,0.56738255111,0.482104153766,0.188260528811,0.262583427761,0.355312190446,0.453589409226,0.388356210546,0.307396481941
5,0.394661153981,0.394661153981,0.394661153981,0.394661153981,0.394661153981,0.0,0.1218348085,0.227911879299,0.0,0.0,0.131457634028,0.192380945899,0.126720497404,0.128033789197,0.324399040486,0.396065788795,0.275036525626,0.443508519795,0.580112096272,0.560980436989,0.397842840745,0.30430665038,0.399311281704,0.42448891147,0.420042904614
2,0.22496120905,0.22496120905,0.22496120905,0.22496120905,0.22496120905,0.0865102859229,0.0806416503837,0.0,0.0,0.0781944785527,0.102998339957,0.1984204327,0.22133525159,0.258332328097,0.190799309713,0.6916961834,0.616884002272,0.722184495755,0.627350480538,0.498711871788,0.638995838634,0.474579971338,0.466557157555,0.429416545767,0.388072713194
2,0.272825296082,0.272825296082,0.591919209629,0.298932979918,0.34462142663,0.22836049358,0.125621708777,0.0877267280315,0.138114144491,0.0928417558251,0.424446934518,0.592546667758,0.410119541122,0.281045923997,0.196227311372,0.592277631416,0.481720244508,0.478397936961,0.540312376219,0.482506249225,0.704718325865,0.459044948529,0.39795137709,0.422466985685,0.37890800203
1,0.435563191992,0.435563191992,0.435563191992,0.435563191992,0.435563191992,0.0,0.0,0.050464519929,0.106099015098,0.238592819707,0.177145954639,0.135418121707,0.0897547127983,0.123912137675,0.14633118953,0.522983326339,0.33104362724,0.480693501942,0.476122889185,0.317701101276,0.496035061574,0.34459137984,0.408338748782,0.393243888416,0.348093131054
4,0.153165078502,0.176606208305,0.153165078502,0.153165078502,0.153165078502,0.0,0.0927589267242,0.0,0.374273023195,0.0548537248957,0.108762447132,0.0281649456858,0.0792121099933,0.283947808946,0.0797153886503,0.349960867256,0.403813648452,0.333167080584,0.461556472792,0.30229161545,0.356745895075,0.379837070742,0.330426841271,0.387384087724,0.330063327942
1,0.299492430287,0.27556038677,0.416417557179,0.244448730199,0.26120116066,0.180632124699,0.128503780386,0.0,0.0,0.0,0.276807208571,0.46688678072,0.236862343704,0.300702179255,0.529995785665,0.628332689616,0.720148901021,0.673691473258,0.589443203714,0.474191099478,0.640619935912,0.576913232355,0.449345572025,0.410255272634,0.384805895601
1,0.430776783288,0.23932043516,0.23932043516,0.23932043516,0.23932043516,0.0,0.0,0.0,0.0,0.0,0.0899608936295,0.0,0.0,0.0,0.0,0.547855787618,0.388408623735,0.580067378702,0.525917149978,0.359884325495,0.624761588308,0.396215522346,0.44594045096,0.421005421804,0.355027268507
2,0.210943869277,0.359432516498,0.285133204176,0.35898065274,0.370832712386,0.0,0.174172546299,0.0548437064092,0.0,0.0782019198662,0.244934827536,0.282738327255,0.149621109716,0.259010619885,0.313099962076,0.619944601798,0.501403178547,0.672551546064,0.611975918496,0.513862853933,0.572999040444,0.429733670662,0.452144318989,0.409053876759,0.402744507261
1,0.191456348128,0.191456348128,0.191456348128,0.191456348128,0.191456348128,0.188332980615,0.0654432723965,0.0,0.0,0.059487679169,0.240244206821,0.268990630294,0.159070695845,0.0870922861004,0.0973309498042,0.375685744738,0.349785942019,0.555915962108,0.629277237911,0.570489638807,0.423825594441,0.358164592527,0.488335507328,0.492602436167,0.421286211176
3,0.488897460398,0.488897460398,0.488897460398,0.488897460398,0.488897460398,0.221854263237,0.0636581511357,0.0,0.0,0.0,0.579201603931,0.0528594625762,0.537462031432,0.161893057985,0.138931587076,0.641076394075,0.399284710914,0.646758189549,0.552474358453,0.459194668994,0.508927362539,0.382884200026,0.480869656203,0.387118300743,0.377197071331
5,0.23932043516,0.22496120905,0.22496120905,0.22496120905,0.22496120905,0.0,0.0,0.0,0.0925714118318,0.166137103234,0.213217068514,0.174809508505,0.1832139839,0.0415618490601,0.176681271936,0.526499673102,0.570261524462,0.349960867256,0.39282106321,0.501795097549,0.552685146875,0.494982339056,0.356745895075,0.374844211391,0.404908858592
2,0.153165078502,0.153165078502,0.153165078502,0.252384091997,0.153165078502,0.150527029152,0.452525305622,0.0,0.0,0.0,0.066020894048,0.15908526652,0.195236219662,0.219474853421,0.0702077103777,0.524597740226,0.494570389915,0.508118797741,0.546797869053,0.349960867256,0.598171624856,0.497196543404,0.466902612702,0.409526335335,0.356745895075
3,0.295161870031,0.295161870031,0.295161870031,0.295161870031,0.482629544241,0.0,0.069546626527,0.0633761405063,0.0,0.0,0.566877882468,0.328438217294,0.163011974869,0.15090203263,0.571363332975,0.323464641227,0.629406017949,0.480443366088,0.235860725148,0.61847056719,0.310455532761,0.492601033557,0.409631922545,0.306670918404,0.415971534377
3,0.323082587466,0.323082587466,0.323082587466,0.323082587466,0.323082587466,0.0734248284524,0.0882628110552,0.0,0.0795428857932,0.0,0.321318850223,0.17134654029,0.22419797062,0.0314786019162,0.156450671103,0.216831249369,0.565267953353,0.648178916554,0.349960867256,0.490103527748,0.135441771917,0.499306680444,0.475853941491,0.356745895075,0.399811713065
5,0.167524304612,0.153165078502,0.129233034986,0.167524304612,0.0888904473452,0.0528096159948,0.0,0.0763257470083,0.248768692604,0.146277650425,0.245536352761,0.250195599908,0.127093900716,0.0,0.226481997033,0.567049191947,0.615547729751,0.522783677616,0.624545503804,0.648942594023,0.621592763739,0.572589086728,0.450274524883,0.429469461179,0.460795174559
3,0.0,0.263252478676,0.263252478676,0.263252478676,0.344762203358,0.0,0.0,0.0,0.152574021858,0.122201442396,0.0,0.149673801658,0.141454879483,0.332372928966,0.203767839676,0.349960867256,0.394753401114,0.420927593165,0.529779400812,0.512915746954,0.356745895075,0.393947246242,0.38016340245,0.407742882669,0.395607418301
2,0.263708327124,0.190441049312,0.235124557401,0.20440140803,0.205570117381,0.0,0.0,0.063854583923,0.0,0.20437880319,0.174926138555,0.201353384968,0.124973224429,0.126571047607,0.113439592865,0.546899883071,0.495585247775,0.381843224465,0.403859833179,0.357260528324,0.686368838777,0.472492421407,0.360955133194,0.372948095286,0.358372921682
2,0.447529213748,0.447529213748,0.447529213748,0.497568941102,0.447529213748,0.124553295327,0.306481781878,0.0,0.0623268861115,0.0,0.339370476757,0.251851304257,0.0475375355654,0.381868629477,0.100210121243,0.705804058287,0.169534686716,0.31876911603,0.53621657083,0.342351809787,0.911009559679,0.182119914011,0.339270824659,0.423885790374,0.354550035817
4,0.320689383115,0.320689383115,0.320689383115,0.320689383115,0.320689383115,0.08719854627,0.0,0.0653469113119,0.309242733654,0.0,0.0766880842881,0.148995450322,0.157242641035,0.721660301496,0.112779948274,0.349960867256,0.545247641235,0.331573584889,0.395774272379,0.287404875814,0.356745895075,0.528653769394,0.336645221839,0.383828519819,0.329939690668
4,0.275581107154,0.256089601316,0.301906355021,0.36935120493,0.256089601316,0.0,0.145027246943,0.0819617214968,0.223902486123,0.0,0.161809043516,0.145422097847,0.232188992063,0.208714697717,0.0718477398525,0.384850321859,0.576290226496,0.445633868741,0.354138328028,0.647199071955,0.385985822298,0.475435503135,0.39259063165,0.355918149812,0.42375190341
1,0.311116565707,0.311116565707,0.311116565707,0.311116565707,0.311116565707,0.0,0.122254044469,0.0685772973504,0.0,0.0778597380866,0.185852494207,0.180120914141,0.104326532494,0.199961412552,0.0826986049821,0.555214983583,0.549277101681,0.629893900847,0.688091831583,0.554006818136,0.656355802644,0.477544647151,0.452416722344,0.455815101484,0.407657460829
3,0.0319093913546,0.035898065274,0.0574369044384,0.0574369044384,0.0478640870321,0.0,0.0559407169889,0.0886564760645,0.0535721343346,0.0,0.0,0.16277937831,0.210148301361,0.182349262679,0.109054558193,0.377570611715,0.459985799924,0.48523950151,0.586613942119,0.349960867256,0.39230046402,0.407902421956,0.394237055517,0.451572898248,0.356745895075
5,0.112843211245,0.172652599651,0.22496120905,0.167648626916,0.184618621409,0.102168397269,0.0,0.0,0.0,0.0,0.0990049202398,0.0651235147108,0.242259499224,0.34712845928,0.212267660776,0.393761750172,0.523404951869,0.546239974066,0.349960867256,0.443516651192,0.41652683914,0.489110745398,0.428085972684,0.356745895075,0.386199471302
1,0.320471819083,0.181727330904,0.197765705055,0.394661153981,0.21230424218,0.475188695336,0.0987592244133,0.0,0.129816377332,0.0,0.27749897534,0.208716458652,0.0759260043157,0.167171865055,0.0690106164821,0.570060199842,0.469089024384,0.402134753025,0.416608329887,0.291342824337,0.478904330421,0.404760732959,0.367430363239,0.365126279896,0.347365393905
1,0.222568004699,0.255364387876,0.223365739483,0.185074469857,0.222568004699,0.907933796221,0.0,0.172750757159,0.0,0.0,0.14802555959,0.166570526982,0.0554205240645,0.140593307528,0.150274714384,0.605060577708,0.545830209429,0.493000605892,0.576733890699,0.699643244839,0.695231057454,0.451114592405,0.413987970616,0.434527529998,0.443953685357
1,0.0787581795707,0.0867355274095,0.0965259088479,0.0787581795707,0.0787581795707,0.0,0.0,0.0,0.0,0.00135810869081,0.0655675936218,0.0,0.0,0.247274778526,0.0,0.384652726818,0.396913477018,0.52123647231,0.523156826101,0.578851070639,0.421366701907,0.418096423618,0.442860993607,0.446721713843,0.424973560518
5,0.188389731296,0.238066851928,0.130461913145,0.1694823809,0.291970930896,0.0791273951214,0.0523074815681,0.0867680032284,0.152378715215,0.119910861206,0.209690648788,0.135194474441,0.0576191119477,0.150358337534,0.33629778961,0.595824096323,0.604845594083,0.571337445027,0.484969816293,0.627701261111,0.872929133919,0.551259616974,0.507035970495,0.399601612839,0.439200900658
2,0.191456348128,0.191456348128,0.191456348128,0.295161870031,0.191456348128,0.0970634335921,0.0,0.0595982165305,0.0595868419254,0.0,0.177784519049,0.685821103625,0.117806244055,0.124891081485,0.157876101286,0.516066136155,0.602716382456,0.564880083992,0.464375596153,0.522536836825,0.706207432971,0.54704346847,0.479136078922,0.392413546767,0.429226022803
3,0.330262200521,0.192595969248,0.305173003253,0.268038887379,0.300158670326,0.0,0.0,0.121036001666,0.0,0.0502429012982,0.274481140895,0.0497235536045,0.2322743166,0.381921967946,0.0727079728166,0.298476350593,0.349960867256,0.618671241814,0.622538042188,0.426852636465,0.327443378668,0.356745895075,0.466189142934,0.435451607574,0.379621100367
5,0.167524304612,0.167524304612,0.167524304612,0.167524304612,0.167524304612,0.0,0.0,0.0,0.0,0.267051015889,0.0445475596247,0.0893295039658,0.0605901871849,0.0747116107214,0.176678447634,0.396043765848,0.501738133829,0.495604148409,0.385484971278,0.488486610488,0.424915490629,0.482341402745,0.417053991321,0.385242992942,0.40322417008
3,0.231912897881,0.256967029884,0.250374760022,0.185597659553,0.295161870031,0.0,0.0116571387009,0.00526104070884,0.0166335786484,0.351301248806,0.059647125618,0.155381094431,0.359371909325,0.528100781294,0.199121608137,0.484280864814,0.566052379868,0.526653791376,0.474091035274,0.488360548699,0.578096183693,0.448712613638,0.452885713864,0.394011280068,0.385194268908
5,0.279787345105,0.392485513663,0.330842371273,0.43773883231,0.354194244036,0.0,0.490986328115,0.446357557391,0.118973259366,0.353592341051,0.178272674081,0.163059766818,0.250299146295,0.12340180677,0.342960368411,0.476181498046,0.514269806627,0.470185557585,0.375955696513,0.543375842184,0.63333365086,0.48755540512,0.434499008802,0.369985244396,0.422839748342
1,0.466674848562,0.454708826803,0.430776783288,0.430776783288,0.430776783288,0.0,0.0990129080414,0.398419638059,0.0,0.0747602676938,0.432231305547,0.416480242904,0.24307003979,0.0829756400574,0.152528354033,0.571358736847,0.397217859858,0.629436315263,0.666278519027,0.532858071605,0.743581668295,0.410081201203,0.482802787013,0.484076407597,0.417685512942
2,0.208077283845,0.256880960597,0.242721765887,0.233490834816,0.249559492606,0.0,0.305727046163,0.0,0.0,0.0,0.063513853285,0.570861389907,0.280904879049,0.294745182481,0.245101138074,0.424044872819,0.636588664375,0.444134556202,0.572228487773,0.127096783754,0.479958100893,0.552793333772,0.413997607992,0.41736334065,0.267701473295
4,0.287184522192,0.544966819493,0.287184522192,0.620989908377,0.528937610126,0.0732946885139,0.137172689668,0.0827870848951,0.118334751965,0.0,0.218452183976,0.42192478204,0.290566543016,0.625510062936,0.299716889273,0.358232262304,0.705513739584,0.693834569748,0.44756243514,0.268609703225,0.364516245532,0.450430131745,0.422197017276,0.370072098798,0.338626182075
1,0.464281644211,0.464281644211,0.464281644211,0.464281644211,0.464281644211,0.391063652433,0.0642131906178,0.0,0.0,0.0,0.162415485748,0.215612927067,0.0681739596319,0.694702341567,0.211987476434,0.348334234815,0.483315812562,0.466785758417,0.592272395547,0.595248062235,0.376444380372,0.386284496522,0.417511414209,0.428707440302,0.39842403667
3,0.378126287554,0.569240749344,0.378126287554,0.572556010785,0.378126287554,0.0897359720884,0.167283481644,0.68959224541,0.0652681195389,0.0660784488193,0.228718299553,0.563981748205,0.482047309095,0.28936874985,0.164811650551,0.545788152739,0.543949727671,0.636074341699,0.264432394184,0.570849155709,0.562349050007,0.424597123248,0.433714361494,0.336148939212,0.402657847334
1,0.0888904473452,0.0888904473452,0.0888904473452,0.0888904473452,0.0888904473452,0.118774240279,0.120316875473,0.0,0.0,0.0,0.225682855757,0.0752566567175,0.138973602817,0.0937524625444,0.263875190364,0.349960867256,0.335139212815,0.352117798833,0.37682591752,0.416777245836,0.356745895075,0.359083418622,0.366927964686,0.36995709458,0.376041718817
2,0.25254004015,0.210501568772,0.304050914765,0.341005719623,0.281144530257,0.103487533884,0.545176684651,0.0,0.215814833401,0.104179762201,0.0809448242034,0.445316822851,0.180838559,0.372816334128,0.35257895327,0.674688532239,0.455050327459,0.633163077654,0.635341968454,0.445910632812,0.66456474084,0.410116108395,0.438269184611,0.417323941436,0.37293636359
1,0.21354746522,0.129233034986,0.129233034986,0.129233034986,0.129233034986,0.0557504223269,0.062704715743,0.0,0.0,0.0,0.263066623406,0.0,0.215703440833,0.106565506191,0.086186741809,0.595048009978,0.447274120625,0.394864681827,0.404374839444,0.389128243649,0.586543366022,0.423985747976,0.3683733292,0.38227723396,0.37209985372
4,0.38086137824,0.497786505132,0.38086137824,0.52171854865,0.473854461617,0.147586680943,0.106306754959,0.0,0.304991000428,0.115593649167,0.332920213987,0.503167420353,0.13427824374,0.76195794887,0.291461251176,0.56976519281,0.595661786206,0.577615744694,0.349960867256,0.619856508444,0.484431018791,0.471357915691,0.421314141628,0.356745895075,0.409060463201
3,0.143423427469,0.163243552972,0.223148175451,0.449922418102,0.188164994824,0.0,0.0,0.0,0.0,0.0,0.204907870767,0.586616229629,0.513429911975,0.156195104124,0.276335124837,0.48561711287,0.349960867256,0.349960867256,0.349960867256,0.559817676187,0.671574139872,0.356745895075,0.356745895075,0.356745895075,0.435142264191
2,0.59146336118,0.215495181315,0.615395404698,0.38371043104,0.615395404698,0.0,0.0,0.15140901735,0.105543811349,0.0762145270244,0.216516125147,0.17642822471,0.416001506748,0.105249907317,0.076057863477,0.349960867256,0.669713079794,0.62881622696,0.671307101416,0.551030705619,0.356745895075,0.539313203747,0.476813443028,0.443351942824,0.402296262484
2,0.341316525382,0.388496839744,0.327071261386,0.336188230342,0.279435098577,0.213798936515,0.145899862773,0.0,0.0961362755086,0.0,0.495652957291,0.15117428851,0.149794685175,0.207406261681,0.296177886092,0.696311582175,0.571208833888,0.255603017247,0.624577703007,0.314118580245,0.526853848742,0.478666591296,0.315686984019,0.447875004569,0.35136231194
5,0.321721417625,0.338670691735,0.221136305859,0.327081621576,0.33700668551,0.105229748498,0.102329189506,0.0,0.0,0.0,0.066917286581,0.140403881952,0.100357925799,0.102961014938,0.265604700863,0.398263829556,0.428602764882,0.581334506665,0.757944650153,0.70750483079,0.404563134286,0.404510590633,0.441298523911,0.437959612537,0.426594246771
1,0.0478640870321,0.071796130548,0.071796130548,0.071796130548,0.071796130548,0.354742468408,0.0,0.0707502393513,0.130753196165,0.0,0.510119370984,0.122249168405,0.130147532334,0.0739410867675,0.02728655042,0.533823061109,0.449219522366,0.413051063279,0.487613229463,0.541626670127,0.803222494994,0.519152533172,0.420514925376,0.431853232546,0.447627985609
3,0.127637565419,0.127637565419,0.127637565419,0.127637565419,0.127637565419,0.0,0.0,0.0,0.0,0.306234121388,0.0,0.0163814229683,0.0919154873647,0.0,0.200539203435,0.385519106417,0.321833277288,0.42971570773,0.537343384748,0.528780449747,0.402264745251,0.328059949897,0.398196793298,0.409782456106,0.396505987457
1,0.115908749867,0.156480339942,0.163318066661,0.140981492712,0.119225089516,0.0,0.0,0.120774122919,0.0,0.0,0.229174407267,0.277169076482,0.148118564186,0.066045263008,0.206962669367,0.523698167167,0.490965007721,0.389435574193,0.53998881531,0.383119577958,0.695104519008,0.501452870699,0.371372008101,0.467793602683,0.385542839656
1,0.167524304612,0.167524304612,0.167524304612,0.167524304612,0.167524304612,0.0,0.0,0.0,0.0,0.0722451877179,0.3456899029,0.094721300118,0.0626648239516,0.070068305567,0.294529106386,0.275402854609,0.338416161782,0.48469150357,0.23536539638,0.394058730356,0.168062513859,0.327189142479,0.429877842262,0.2894337074,0.373555103096
5,0.189624703686,0.216205768602,0.25797515626,0.238213090023,0.23397776384,0.0,0.0,0.0,0.0,0.19112667636,0.064294081948,0.0671519690402,0.184654336945,0.0939389753467,0.0679981009123,0.350520739674,0.605361802669,0.431496501004,0.5725366817,0.511255546422,0.386186415647,0.468894571864,0.388286622423,0.430963014674,0.387202052485
3,0.435563191992,0.378126287554,0.378126287554,0.378126287554,0.378126287554,0.0,0.0,0.0,0.0,0.0,0.0,0.0496114849719,0.404041933054,0.0,0.0,0.407483725303,0.451703082161,0.515812465949,0.407933801232,0.60130293311,0.449968827811,0.456534274989,0.441523437397,0.356709840147,0.439296269415
2,0.245391507671,0.191054943118,0.261802051796,0.30353808526,0.319876476904,0.0,0.0,0.0579939135276,0.517303243925,0.0558806005945,0.164170891351,0.395767324496,0.114081194251,0.360307620902,0.171570731999,0.524655860071,0.669547344167,0.670515188252,0.510066064119,0.7030379577,0.565252803493,0.57694924154,0.476270423086,0.373264202381,0.461804923254
4,0.23932043516,0.23932043516,0.186669939425,0.23932043516,0.153165078502,0.138417646773,0.103899790313,0.0992941247116,0.259439046891,0.0,0.254005106542,0.189312995412,0.168665086986,0.384316720598,0.0,0.694179638719,0.737783205602,0.580887425899,0.427735627834,0.397647510057,0.686219853511,0.565036471473,0.438870810981,0.377015785613,0.378307182476
4,0.0683772671885,0.0683772671885,0.103705521903,0.0899264665449,0.0743064847629,0.0,0.0,0.0963749487463,0.215081235251,0.0,0.0457515475387,0.0875796738068,0.0436032509414,0.124395875907,0.0523431461939,0.334565326079,0.494150713356,0.442613271734,0.34327214766,0.396959097371,0.309460663887,0.597515046414,0.390159039516,0.347239396165,0.383600119923
1,0.0957281740639,0.0957281740639,0.0957281740639,0.0957281740639,0.0957281740639,0.0,0.153319146105,0.0959926875452,0.26199794976,0.165751542083,0.548800547983,0.102496223347,0.147464251741,0.14359535991,0.47879000449,0.30336746526,0.38751398801,0.547640833506,0.487816434498,0.57086712766,0.279495313314,0.390367946791,0.471785728561,0.410970504051,0.424452614232
2,0.424394905018,0.320689383115,0.320689383115,0.385305900609,0.320689383115,0.0,0.21115937835,0.0,0.0,0.0,0.129421856931,0.194094317046,0.0507943927062,0.120061209084,0.169895206496,0.530700305584,0.374736871586,0.555264178398,0.441526627326,0.435082011107,0.645511871449,0.382872889755,0.488356718419,0.377589139023,0.379285303718
4,0.477729173424,0.353966319813,0.345543483718,0.237624551424,0.389636460864,0.0,0.0882735614442,0.0653753131461,0.0529666063532,0.0703596716952,0.171320396784,0.261613622254,0.161318908071,0.215789888285,0.186528087596,0.3666122338,0.470095658778,0.580343474198,0.55914566584,0.699114382765,0.359577567092,0.407954205482,0.436260082373,0.411493455361,0.418689302918
