answer,f1_1,f1_2,f1_3,f1_4,f1_5,f2_1,f2_2,f2_3,f2_4,f2_5,f3_1,f3_2,f3_3,f3_4,f3_5,f4_1,f4_2,f4_3,f4_4,f4_5,f5_1,f5_2,f5_3,f5_4,f5_5,f6_1,f6_2,f6_3,f6_4,f6_5,f7_1,f7_2,f7_3,f7_4,f7_5
5,1.06666666667,1.55192307692,1.06666666667,1.06666666667,1.06666666667,0.03206983,0.0,0.0,0.12339046,0.0,0.084076524,0.08018783,0.10839417,0.2170085,0.07988521,0.454026404,0,0,1.268314934,0,-0.590231191844,-0.0113955466556,1.99866732428,1.2147384023,-1.48644411655,0.564825502257,0.570277879777,0.195991523206,0.119105719746,0.135275438579,1.38434136396,1.18231377518,1.867892179,1.76690329958,1.84634908277
5,1.37424242424,1.37424242424,1.37424242424,1.37424242424,1.37424242424,0.0,0.066751726,0.12486999,0.0,0.0,0.077265,0.113073036,0.07448072,0.075252615,0.19066745,0,0.662300237,0.88550997,0,0,0.423823413266,-0.688748384038,0.859944753806,2.11568475105,1.93981534562,1.4344654442,0.717232722102,0.41566018244,0.230806358788,0.231961006947,1.02129545213,1.35624216027,0.982290485506,0.486560351273,1.21352888249
2,0.783333333333,0.783333333333,0.783333333333,0.783333333333,0.783333333333,0.047397874,0.044182524,0.0,0.0,0.04284175,0.060537882,0.11662278,0.1300911,0.15183635,0.11214342,0.617103403,0.410912659,0,0,1.082526463,3.14143096412,2.45371362504,3.421697369,2.54992761685,1.36740626299,0.395738746303,0.217456683325,0.143131681189,0.136025410574,0.104535978006,2.5177275749,1.47722750676,0.914544954723,1.16467508069,2.36426915717
2,0.95,0.95,2.06111111111,1.04090909091,1.2,0.12511578,0.06882652,0.048064347,0.075670965,0.050866805,0.24947119,0.3482728,0.24105018,0.1651864,0.11533376,0.717408155,1.001047126,0.473389384,0.631233578,0.973822743,2.22751746775,1.21120928379,1.18066868905,1.74982243881,1.21843469902,0.915026682953,0.568353363979,0.342643418496,0.25950931405,0.138909122073,3.36306501222,2.02402228553,2.29965594322,3.1735730589,1.47766807019
1,1.51666666667,1.51666666667,1.51666666667,1.51666666667,1.51666666667,0.0,0.0,0.027648862,0.058130287,0.13072194,0.10411858,0.0795928,0.052753862,0.07283009,0.08600702,1.075803081,0,0.697744779,0.93432261,0.588517122,1.59052367366,-0.173898338081,1.20177086541,1.15975511883,-0.296550643018,0.830117047693,0.898298060872,0.385431205516,0.275054085948,0.329688814442,2.61519162082,1.49484597375,1.33471162917,1.91803519005,-0.53892812125
4,0.533333333333,0.614957264957,0.533333333333,0.533333333333,0.533333333333,0.0,0.050821424,0.0,0.20505938,0.030053651,0.06392577,0.016554113,0.046557385,0.166892,0.04685319,0.337557919,0.656688848,0.431502521,0.66390517,0.518387266,0.0,0.495046272251,-0.15437831258,1.02585209702,-0.43820365231,0.0,0.179172315698,0.127156499112,0.09927595453,0.0838278311297,2.07475612174,1.42911383385,2.22211831886,1.66369661547,1.65782251585
1,1.04285714286,0.959523809524,1.45,0.85119047619,0.909523809524,0.09896602,0.07040557,0.0,0.0,0.0,0.16269507,0.27441546,0.13921724,0.17673948,0.31150815,1.988531575,1.354156233,0,0.811772757,0.774574698,2.55895665736,3.40298499125,2.97592113453,2.20146174998,1.14199697762,0.577060607553,0.292166580853,0.22875716298,0.104684684291,0.102319930198,0.0,0.0,3.33820549171,0.0,0.0
1,1.5,0.833333333333,0.833333333333,0.833333333333,0.833333333333,0.0,0.0,0.0,0.0,0.0,0.052875046,0,0,0,0,1.13951208,1.092812111,0.341187505,0.433007671,0.559608508,1.8191658898,0.353434272074,2.11527368099,1.61749309703,0.0912222340224,1.3113005982,0.270219688758,0.211416454834,0.165648377325,0.203967588227,0.935712250117,0.913218620743,0.865831008772,0.92632076232,0.848468959094
2,0.734523809524,1.25157342657,0.992857142857,1.25,1.29126984127,0.0,0.0954269,0.030048162,0.0,0.042845827,0.14396189,0.16618112,0.08794069,0.15223502,0.18402635,0.819903685,1.252043419,0.565382764,1.047344953,0.662330116,2.48184844654,1.39214632932,2.96544225683,2.40859564741,1.50668295521,0.353249178031,0.292921065655,0.176156113606,0.140489425898,0.170533940747,1.95211711599,1.49725453789,2.93492811716,1.8153408,2.67147285403
1,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.666666666667,0.10318522,0.035855528,0.0,0.0,0.032592535,0.14120495,0.15810083,0.09349474,0.051189005,0.05720684,0.49055964,0.495756773,0.36395352,0.60788153,0.520777876,0.236478124594,-0.00160801512116,1.89325972945,2.56763949791,2.02722949225,0.536490799435,0.233185676732,0.155457117821,0.123062588667,0.0719058040735,1.67507233753,0.490161014117,1.23936784784,1.37793064405,0.134231502796
3,1.70238095238,1.70238095238,1.70238095238,1.70238095238,1.70238095238,0.1215511,0.034877483,0.0,0.0,0.0,0.34042916,0.031068461,0.31589648,0.0951536,0.08165786,1.153005271,0.73731703,0,0.86372894,0,2.67610424467,0.453413628666,2.7283346329,1.86162249509,1.00414101469,0.54303528057,0.60523726974,0.370218539941,0.146703291248,0.202167340033,3.64080209782,2.30053539122,4.01789562585,2.57380188889,2.56517572654
5,0.833333333333,0.783333333333,0.783333333333,0.783333333333,0.783333333333,0.0,0.0,0.0,0.050718687,0.091024384,0.12531959,0.10274532,0.1076851,0.024428222,0.10384546,0.39345797,0.344651757,0,0.239841282,0.562029201,1.6228479904,2.02513253173,0.0,0.393995997308,1.39574907808,0.584411359449,0.325159553688,0.0,0.245241653056,0.16383608592,1.3252372178,1.48505760926,0.436725448542,1.06776541562,1.49964947577
2,0.533333333333,0.533333333333,0.533333333333,0.878822055138,0.533333333333,0.082471825,0.2479328,0.0,0.0,0.0,0.03880417,0.093503304,0.11475124,0.12899764,0.041264996,0.463125821,0.692349495,0.325326584,0.70637586,0.490063533,1.60536431065,1.32933533857,1.45388023004,1.80944088339,0.0,0.439532157101,0.285146687472,0.197888846702,0.145710374759,0.0,1.43373247003,2.51678829621,1.0828972008,1.69936556991,1.24409687327
3,1.02777777778,1.02777777778,1.02777777778,1.02777777778,1.68055555556,0.0,0.038103703,0.034722973,0.0,0.0,0.33318582,0.1930415,0.09581125,0.08869356,0.33582217,0.541502424,1.345658229,0.521556922,0,0,-0.243568811731,2.56882331936,1.1994714703,-1.04887526251,2.46829825801,1.03077831266,0.356127222862,0.272766457779,0.283141610698,0.226489905129,1.34430209103,2.20848499997,0.998657450603,1.57830242318,2.09545696933
3,1.125,1.125,1.125,1.125,1.125,0.04022852,0.04835806,0.0,0.043580525,0.0,0.18885705,0.10070994,0.13177368,0.018501734,0.091954805,0.471363108,0.599942787,0,0.384492063,0.772252086,-1.22380533739,1.97922870452,2.74139478675,0.0,1.28827332812,1.1030160715,0.485985133725,0.274905484707,0.0,0.200776749524,2.51297694005,2.34506795621,1.64434623217,2.24336538531,2.54390832004
5,0.583333333333,0.533333333333,0.45,0.583333333333,0.309523809524,0.02893371,0.0,0.041817896,0.13629717,0.080143645,0.14431544,0.14705394,0.07470019,0,0.13311613,2.02438555,0.908187617,0.809263146,0.877453927,0.545832958,1.99560289182,2.44142982622,1.58868838579,2.52414262962,2.74841495685,0.346020847467,0.230057003969,0.125728472701,0.0889083251845,0.056144027284,0.803711987562,1.00547971789,1.32277708117,1.18438839029,1.04273802093
3,0,0.916666666667,0.916666666667,0.916666666667,1.20049019608,0.0,0.0,0.0,0.083593346,0.0669526,0,0.08797166,0.08314094,0.19535415,0.11976575,0,0.820743837,0.494057689,0.705425864,0.715027977,0.0,0.411759177867,0.652367664862,1.65299716637,1.49797659374,0.0,0.648673781448,0.361127388936,0.228454650545,0.200061602315,0.0,1.9071641476,2.46227137137,2.47362794687,2.05369067167
2,0.918253968254,0.663131313131,0.818722943723,0.711742424242,0.715811965812,0.0,0.0,0.034985106,0.0,0.11197652,0.10281387,0.11834664,0.07345375,0.07439288,0.06667479,0,0,0.432183895,0,0.475919321,1.81037865593,1.33866450578,0.293081280792,0.495470829284,0.0671027553335,0.913296800918,0.306187949017,0.234245497659,0.138538571756,0.0813840971214,1.08899292274,0.384282800681,0.77809845829,0.505561116357,0.257454684667
2,1.55833333333,1.55833333333,1.55833333333,1.73257575758,1.55833333333,0.06824115,0.16791743,0.0,0.0341481,0.0,0.199467,0.14802709,0.027940467,0.22444554,0.05889909,1.040908628,1.125939255,0.696177443,1.032722665,0,3.27111880414,-1.65858301296,-0.286732826537,1.71217139936,-0.0699469080592,1.15413677387,0.628931756573,0.419287837715,0.292741692245,0.230827354774,2.90666747592,2.4910179248,2.23474652647,2.53421426974,2.5011064638
4,1.11666666667,1.11666666667,1.11666666667,1.11666666667,1.11666666667,0.047774963,0.0,0.035802733,0.16943012,0.0,0.045073874,0.087572955,0.09242029,0.4241601,0.06628708,0.397740226,0,0.76008154,0.47132356,0,0.0,1.7951902823,-0.169026657311,0.421143623811,-0.575051272791,0.0,0.476599412316,0.346288830875,0.21688278916,0.207773298525,1.58411614338,0.956922917245,2.04209113786,-0.441481927011,0.959939580394
4,0.959595959596,0.891724941725,1.05126262626,1.28611111111,0.891724941725,0.0,0.079458565,0.044905774,0.122673295,0.0,0.09510422,0.085472696,0.13647045,0.122673295,0.042228933,0.850141369,0.932340791,0.686074131,1.265797439,0,0.320724279386,2.08055188802,0.879482204787,0.0384016635095,2.73238748192,0.679106268461,0.279641663058,0.247881793261,0.271548711423,0.133549670014,2.04319094411,2.43055136241,1.45982853679,2.35935557692,0.565097131966
1,1.08333333333,1.08333333333,1.08333333333,1.08333333333,1.08333333333,0.0,0.06698142,0.03757262,0.0,0.04265835,0.1092359,0.10586713,0.061318535,0.1175285,0.048606593,0,0.550735228,0.876285904,0,0.480260293,1.88681592473,1.83223144023,2.57330822441,3.10829765343,1.87570976108,0.96211504502,0.38067011854,0.210965619987,0.177689778179,0.143873172638,1.18438047876,3.20714365723,2.6399227553,2.70346279784,0.849459987362
3,0.111111111111,0.125,0.2,0.2,0.166666666667,0.0,0.0306492,0.048573744,0.029351484,0.0,0,0.09567454,0.123515904,0.107176855,0.06409746,0.48029737,0.3658821,0.860032121,0.340438484,0,0.253804924621,1.01141355307,1.24356035316,2.17545352209,0.0,0.102763835142,0.048271208605,0.0344177960229,0.0401996623609,0.0,0.0,0.0,0.0,2.05497143819,0.0
5,0.392929292929,0.60119047619,0.783333333333,0.583766233766,0.642857142857,0.055976752,0.0,0.0,0.0,0.0,0.058190726,0.03827673,0.14238945,0.2040268,0.12476157,0.406667128,0,0.6338055,0,0,0.402643342229,1.59439950221,1.80431238627,0.0,0.860019502359,0.29152787011,0.24731318472,0.180963175506,0.0,0.101665678416,0.847961789137,0.771304587321,1.45848941574,0.0,1.242155504
1,1.11590909091,0.632789432789,0.688636363636,1.37424242424,0.739260739261,0.26034978,0.05410891,0.0,0.071124725,0.0,0.16310166,0.12267433,0.044625957,0.09825625,0.040561397,1.469845391,0.780349067,0.465606512,1.133236944,0,2.02328183803,1.0950957183,0.479612883221,0.612662469746,-0.538851346,0.405633733826,0.175890302423,0.120515202095,0.132631423929,0.102138506113,2.90944597605,2.64363864584,0.608566375184,1.70285550492,1.2134938452
1,0.775,0.8891996892,0.777777777778,0.644444444444,0.775,0.49744526,0.0,0.09464792,0.0,0.0,0.087002896,0.09790281,0.03257374,0.082634546,0.08832485,0.796374889,0.65238363,1.176391547,0,0.625,2.34502578895,1.80054558998,1.3149049654,2.08463030895,3.21448500243,0.50541385451,0.209422759227,0.160846591273,0.110132932773,0.0960782417961,2.48720530253,1.45980881946,2.32414401021,2.01512102437,2.44763653337
1,0.274242424242,0.30202020202,0.336111111111,0.274242424242,0.274242424242,0.0,0.0,0.0,0.0,0.0007440903,0.03853774,0,0,0.14533721,0,0.439976763,0,0.423265638,0.249168682,0.874685946,0.318907870166,0.431615859368,1.5744655694,1.59211858498,2.10409266565,0.234557744863,0.088736847813,0.0667948402299,0.0538038738132,0.0353061992065,0.811835364303,0.152257470201,0.589974508323,0.662451080082,1.01023386585
5,0.655988455988,0.828968253968,0.454279054279,0.590151515152,1.01666666667,0.043352883,0.028658597,0.047539074,0.08348634,0.06569762,0.123246916,0.07946135,0.033865973,0.088374,0.19766101,0.562347914,0.565386572,0.42613148,0.693290744,0.60315919,2.2601186481,2.34304953369,2.03502302305,1.24108124886,2.55315219711,0.812788567863,0.375839708373,0.173627877832,0.103129118008,0.178516840113,0.642838388537,0.939932340211,0.599641720394,0.56570881093,1.19797379063
2,0.666666666667,0.666666666667,0.666666666667,1.02777777778,0.666666666667,0.053179808,0.0,0.032653097,0.032646865,0.0,0.1044939,0.4030954,0.069241315,0.07340547,0.09279261,0.494689894,0,0.516305956,0.49111738,0,1.52693681447,2.32347657468,1.97566318242,1.05176712833,1.58641928082,0.557802485923,0.224115329334,0.159792576123,0.158372496227,0.115223452558,1.56046562568,1.60463956707,1.49631914711,1.00910297045,1.55895639047
3,1.15,0.670634920635,1.06263736264,0.933333333333,1.04517704518,0.0,0.0,0.06631407,0.0,0.02752744,0.16132791,0.029225312,0.1365206,0.22447689,0.04273454,0,0.45908925,0.519227884,0,0.673399707,-0.47327579907,0.0,2.47014297657,2.50568886794,0.706834129421,0.823572860032,0.0,0.217131302471,0.139479487496,0.133187367892,-0.978024949344,2.49532201113,3.91879039335,2.9122352782,2.37657167705
5,0.583333333333,0.583333333333,0.583333333333,0.583333333333,0.583333333333,0.0,0.0,0.0,0.0,0.14631382,0.026183091,0.052503943,0.03561224,0.04391219,0.1038438,0,0.145506425,0.216561186,0.047373384,0.15492326,0.423620965455,1.39522543424,1.33883825147,0.326558348162,1.27340967866,0.454172329646,0.19603584717,0.101627761761,0.131147215412,0.0808818629716,0.28922030412,0.290815107402,0.513789540002,0.328388883422,0.573533811144
3,0.80753968254,0.89478021978,0.871825396825,0.646266233766,1.02777777778,0.0,0.0063867965,0.0028824566,0.009113324,0.19247344,0.03505795,0.091326155,0.21122296,0.31039435,0.1170349,0.75,1.642243436,1.364049621,1.047220195,1.865562494,1.23474800378,1.98643961199,1.62426473575,1.14107712891,1.27225084494,0.571652474236,0.167429027632,0.204570928279,0.0991551823719,0.0887914736325,0.968788085127,1.45496964088,1.87637339462,1.71968867569,1.83344109254
5,0.974242424242,1.36666666667,1.15202020202,1.52424242424,1.23333333333,0.0,0.2690051,0.24455357,0.06518392,0.1937287,0.104780816,0.09583934,0.1471148,0.07253014,0.20157698,0,0.741577719,0.80034539,0.465091704,0.79137477,1.16029388577,1.51042390247,1.10517569303,0.238959679255,1.7779836103,1.14984788284,0.563071046789,0.414254097759,0.398021836655,0.205304586233,1.0369676293,1.40946988283,0.839073809584,0.786540830965,1.24550252584
1,1.625,1.58333333333,1.5,1.5,1.5,0.0,0.0542479,0.218289,0.0,0.04096019,0.2540465,0.24478872,0.14286585,0.048769422,0.08964944,0,0.593012864,1.050024436,0,0.622022163,2.03521874991,0.434413924513,2.56910183,2.90777692216,1.68129810953,1.34284739074,0.674859692384,0.284035889813,0.254103233771,0.218562106585,0.70586124247,1.65262700281,0.120565376482,0.808972692283,1.15114560838
2,0.724542124542,0.894480519481,0.845177045177,0.813034188034,0.868986568987,0.0,0.16750392,0.0,0.0,0.0,0.037330642,0.33552715,0.1651035,0.17323822,0.14405964,0.469634347,1.365915166,0,0.813659519,0,0.681023523255,2.63485040764,0.865699646727,2.04321400929,-2.04869704601,0.611142077761,0.348262559296,0.227819414029,0.105442211573,0.154449461234,1.96168494551,3.27452502824,3.10624982225,2.16860912375,2.77100878445
4,1.0,1.89761904762,1.0,2.16233766234,1.8418040293,0.040157218,0.075155154,0.04535798,0.06483409,0.0,0.12839656,0.24798878,0.1707822,0.36764723,0.17616037,0.621321933,1.06282726,0.960922516,0.945528516,0,0.0760355026017,3.26845002476,3.16108826253,0.89721071547,-0.747827495669,0.48470805177,0.315876009159,0.0872348466974,0.239006430052,0.211753978224,2.45542047422,4.17877287699,4.15036417008,1.00523178988,2.85440064802
1,1.61666666667,1.61666666667,1.61666666667,1.61666666667,1.61666666667,0.21425875,0.035181582,0.0,0.0,0.0,0.09546066,0.12672777,0.040069647,0.4083154,0.12459689,0.400449228,0.749181445,0,0.776401285,0,-0.0149529570839,1.22587667886,1.07392274997,2.22746933658,2.25482340574,1.23601690271,0.251354251068,0.412005634236,0.296838462046,0.181371032439,1.87194512847,1.19347766194,1.43831511927,1.97426813862,0.228147492113
3,1.31666666667,1.98214285714,1.31666666667,1.99368686869,1.31666666667,0.049165186,0.09165247,0.37781873,0.035759564,0.036203533,0.13443053,0.3314836,0.28332615,0.17007819,0.09686902,0.675878071,1.349558568,1.31520679,0.706986022,0.954274106,1.80015898028,1.78325910146,2.63012245269,-0.786227764381,2.03053438195,0.645510628364,0.32723809042,0.158956237038,0.25184617455,0.122314859734,2.12299445517,2.19131736541,4.8129845762,2.69169026175,4.5969958761
1,0.309523809524,0.309523809524,0.309523809524,0.309523809524,0.309523809524,0.06507488,0.06592007,0.0,0.0,0.0,0.13264643,0.044232544,0.081682555,0.055103563,0.1550942,0.162864913,0.28782808,0,0,0.276197221,0.0,-0.136249319283,0.019827777011,0.246959259885,0.614215243984,0.0,0.33630941534,0.217078755815,0.14872801292,0.070492211822,0.645723737675,0.451812671844,0.163920136366,0.477650660405,0.542276621254
2,0.879365079365,0.732983682984,1.05873015873,1.18740981241,0.978968253968,0.05669949,0.2986953,0.0,0.118242174,0.057078753,0.047575798,0.26173759,0.10628893,0.219125,0.20723036,0.7323485867,1.06937085,0,1.049950879,0.500360635,2.98508668403,0.966043802585,2.6033604103,2.62339004934,0.882026382056,0.559875953365,0.218903281914,0.215639357804,0.18333039835,0.12311630795,1.79332139952,3.32849305606,2.39965495335,3.59162635448,2.13724380961
1,0.74358974359,0.45,0.45,0.45,0.45,0.03054494,0.034355108,0.0,0.0,0.0,0.15461896,0,0.12678097,0.062634505,0.050656766,1.06926748,0.43119641,0,0.526344577,0.413366746,2.25298440835,0.894560359758,0.412782135285,0.500205068187,0.360049439357,0.444134611942,0.249335428985,0.106736915587,0.131585540618,0.114729313994,2.30249118213,0.897943202965,0.669703517202,1.03819189872,1.28253925571
